% u
@RELATION anthropometry

@ATTRIBUTE Peaks-HipRight_KneeRight REAL
@ATTRIBUTE Valleys-HipRight_KneeRight REAL
@ATTRIBUTE Peaks-KneeRight_AnkleRight REAL
@ATTRIBUTE Valleys-KneeRight_AnkleRight REAL
@ATTRIBUTE Peaks-AnkleRight_FootRight REAL
@ATTRIBUTE Valleys-AnkleRight_FootRight REAL
@ATTRIBUTE Peaks-HipLeft_KneeLeft REAL
@ATTRIBUTE Valleys-HipLeft_KneeLeft REAL
@ATTRIBUTE Peaks-KneeLeft_AnkleLeft REAL
@ATTRIBUTE Valleys-KneeLeft_AnkleLeft REAL
@ATTRIBUTE Peaks-AnkleLeft_FootLeft REAL
@ATTRIBUTE Valleys-AnkleLeft_FootLeft REAL
@ATTRIBUTE StrideLength REAL
@ATTRIBUTE StrideWidth REAL
@ATTRIBUTE CycleTime REAL
@ATTRIBUTE Velocity REAL
@ATTRIBUTE Name {0, 1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16}

@DATA
8.84870316322,-11.905841365,23.7870627455,6.14834889512,49.8333755029,21.0691164854,13.0807775813,-11.2328388866,22.0455016863,4.76031726343,43.2192530352,22.5589440889,0.62230357659,0.108669223312,0.904761904762,0.687809216231,9
22.9660409585,-20.8598291592,31.7852128227,2.85291318516,49.8989639955,24.0971092219,28.0369626259,-10.8520475327,33.0755014309,8.12234257124,46.1693982984,21.381393693,1.05315717165,0.0962462766941,0.98,1.07465017515,9
15.2974922424,-16.0657580692,29.8517460455,4.16758259672,62.3149622496,23.538818234,20.3601384015,-14.5231787369,33.3360484844,8.68725698692,51.8970939438,25.9357573247,0.891895260295,0.117755227266,0.883333333333,1.0096927475,9
21.3070983894,-17.0759767794,34.8829518995,3.47328215876,61.2578865972,22.0217959845,26.5390202587,-14.8142878978,30.483693103,8.47478633944,54.2842480014,20.5463811494,1.25049859544,0.0770395281993,1.13333333333,1.10338111362,9
13.9228867186,-15.6355184549,30.4457208505,10.0869307376,81.9731173886,30.9228894011,5.1849961116,-10.5655281125,23.6143344675,3.19548676952,71.0160830511,28.0065171734,0.58354147669,0.312013943432,1.13333333333,0.514889538256,11
10.2239607241,-10.2144511746,35.0212825456,4.71165532131,61.5461778472,35.4030842288,13.6768059655,-8.60811330433,36.9134795056,6.33090876667,71.3043762492,29.3674034573,1.05388111876,0.182264290252,1.13095238095,0.93185277869,11
12.1723260003,-6.13744140741,33.81484283,4.71410118323,65.2135527281,34.0742672739,14.1659489627,-6.38690770621,32.3396112996,5.53455317931,69.5863765379,32.0540944833,1.10194677985,0.178370620417,1.15072463768,0.957611181479,11
11.9103520292,-8.8031893645,33.4483019517,4.14881315184,64.9655038525,32.2789309431,13.526912289,-5.2209628424,31.7314236404,5.52892738133,69.386513997,32.2305842239,1.13535771454,0.184949694688,1.23205128205,0.921518228243,11
15.8821120835,-11.1604212793,35.568344226,7.13182836027,56.5060897366,24.8200797711,24.4076431376,-14.8896697274,29.330726802,6.04286184735,60.4301115636,20.173907625,1.24279059049,0.133182983987,1.06666666667,1.16511617858,12
12.4081627252,-12.9951845225,31.3718928512,5.55592550899,65.6572925091,37.0060343215,22.3299447796,-14.7916962041,33.5715702237,7.46106145612,64.7599355297,18.8584523958,1.14453151771,0.149604513008,1.00533333333,1.13845973247,12
17.0841838689,-13.1068269319,34.7958950799,5.15742369404,61.4831488191,27.7741540202,23.6124339675,-13.1776163948,30.3626337197,6.80605711874,59.2561786888,28.5016918237,1.28677760365,0.127774832031,1.07619047619,1.19567830427,12
16.4350997632,-18.8779562868,36.5554781844,7.29214280818,69.0991811511,29.223640595,30.5450342756,-13.3237634709,30.3531239416,5.42683276217,70.1871025143,19.4335344043,1.32520628006,0.147130235573,1.03666666667,1.27833403221,12
10.96901519,-13.1547160338,35.9867735893,4.00625190095,72.5113358925,38.0598683277,14.3767362819,-11.2318063675,36.4420472164,4.55391330115,69.6573332846,28.4537706746,1.23289524105,0.178288806342,1.036,1.19005332148,16
9.23195785824,-12.9497201062,40.7696465253,3.88931212272,61.5419365108,26.2662484301,16.1089869153,-12.5979831195,34.5927474363,8.36036770531,70.1426914322,26.4200503578,1.1903162106,0.165460474846,1.00641025641,1.18273457868,16
11.8739848749,-12.1007220479,39.347245768,6.47043586407,69.2707754969,31.3777158497,19.0756028321,-11.8296341386,32.8885855739,4.56425663964,70.6309400336,27.0136739205,1.24633693271,0.165184946104,1.13484848485,1.09824082188,16
12.2028329778,-10.1748710492,42.1528246029,4.49498005186,71.1448940478,32.8655484894,18.6582352837,-12.0235410699,33.0905272332,4.73597050344,71.15945845,28.5525797445,1.36551655429,0.176320679426,1.09365079365,1.2485855286,16
% 
% 
% 
